Item Fat Content,Item Identifier,Type,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,FDO50,Food,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,7.78,12.31,93.0804,3.8
Low Fat,FDV49,Food,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.57,12.31,262.6226,3.8
Low Fat,FDD29,Food,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.83,12.87,255.3698,3.8
Low Fat,FDE09,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.15,13.22,111.5228,3.8
Low Fat,FDJ32,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,5.75,13.22,62.5536,3.8
Low Fat,FDN32,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.55,13.22,185.6266,3.8
Low Fat,FDZ56,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.56,13.22,168.2474,3.8
Low Fat,DRI23,Drink,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,13.65,11.4,159.6578,3.8
Low Fat,DRL47,Drink,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,3.85,11.4,127.5362,3.8
Low Fat,NCB07,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,7.71,13.38,197.411,3.8
Low Fat,NCF42,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,16.66,13.38,176.1712,3.8
Low Fat,NCK06,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.86,13.38,123.1756,3.8
Low Fat,NCM07,Non-Consumable,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,3.98,13.85,83.9908,3.8
Low Fat,NCO02,Non-Consumable,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,7.3,13.85,67.5142,3.8
Low Fat,FDI57,Food,Seafood,2018,OUT027,Tier 3,Medium,Supermarket Type3,5.38,12.55,195.7768,3.8
Low Fat,FDE46,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.57,12.99,150.7366,3.8
Regular,FDJ36,Food,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,12.76,12.28,104.5332,3.8
Regular,FDB38,Food,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.72,12.31,159.692,3.8
Regular,FDD26,Food,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,7.18,12.31,186.5924,3.8
Regular,FDR01,Food,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,5.34,12.31,200.1742,3.8
Regular,FDR25,Food,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,13.88,12.31,263.7884,3.8
Regular,FDN03,Food,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.5,12.82,248.6408,3.8
Regular,FDR27,Food,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,9.56,12.82,130.7942,3.8
Regular,FDU51,Food,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,9.6,12.82,178.7028,3.8
Regular,FDX39,Food,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,4.94,12.82,209.7586,3.8
Regular,FDT09,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,1.22,12.99,133.2284,3.8
Low Fat,FDQ20,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.96,13.22,40.8138,3.8
Regular,FDX07,Food,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0,19.2,182.095,3.7
Low Fat,FDO23,Food,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0,17.85,93.1436,3.7
Regular,FDX10,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,12.31,12.99,36.9874,3.7
Regular,FDL12,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,12.16,15.85,60.622,3.7
Low Fat,FDY21,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,17.35,15.1,194.511,3.7
Low Fat,NCP18,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.85,13.38,149.9708,3.7
Regular,DRB48,Drink,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,2.48,16.75,38.7822,3.7
Low Fat,NCO26,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,7.69,7.235,116.0492,3.7
Low Fat,FDA45,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,15.54,21.25,178.237,3.7
Low Fat,FDR07,Food,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,7.74,13.22,97.0094,3.7
Low Fat,NCB30,Non-Consumable,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,2.56,13.38,198.8084,3.7
Regular,FDX49,Food,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,10.13,12.31,232.63,3.7
Regular,FDS45,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,5.16,12.99,107.3622,3.7
Low Fat,FDY59,Food,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.15,8.195,94.3462,3.7
Regular,FDW43,Food,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.25,20.1,226.8036,3.7
Low Fat,NCM07,Non-Consumable,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,4,9.395,82.4908,3.7
Low Fat,NCM55,Non-Consumable,Others,2011,OUT010,Tier 3,Medium,Grocery Store,11.17,15.6,184.7924,3.7
Regular,FDK20,Food,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.16,12.6,124.0072,3.7
Low Fat,DRK23,Drink,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.23,8.395,254.104,3.7
Regular,FDX33,Food,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,11.69,12.99,159.4578,3.7
Regular,FDY02,Food,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,8.945,264.791,3.7
Low Fat,FDD50,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,14.16,18.85,168.1132,3.7
Low Fat,FDK34,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,3.85,13.35,240.2564,3.7
Regular,FDE35,Food,Starchy Foods,2011,OUT010,Tier 3,Medium,Grocery Store,7.35,7.06,58.8904,3.7
Regular,FDS21,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,2.1,19.85,62.0194,3.7
Low Fat,FDQ56,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,10.56,6.59,85.6908,3.7
Low Fat,FDH10,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,4.93,21,195.0478,3.7
Low Fat,FDR14,Food,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,17.5,11.65,55.5298,3.7
Low Fat,FDO13,Food,Breakfast,2020,OUT017,Tier 2,Medium,Supermarket Type1,6.14,7.865,166.3526,3.7
Low Fat,FDZ56,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,2.57,16.25,168.1474,3.7
Low Fat,FDK40,Food,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.19,7.035,263.791,3.7
Low Fat,FDQ16,Food,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.18,19.7,110.3912,3.7
Low Fat,FDY31,Food,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,4.36,5.98,148.2418,3.7
Low Fat,FDW36,Food,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.7,11.15,106.8622,3.7
Low Fat,FDV50,Food,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,12.28,14.3,124.373,3.7
Low Fat,FDC41,Food,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,11.71,15.6,78.067,3.7
Low Fat,DRN59,Drink,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.42,15,45.206,3.7
Low Fat,NCN05,Non-Consumable,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.45,8.235,182.295,3.7
Low Fat,NCS53,Non-Consumable,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,8.99,14.5,160.3604,3.7
Low Fat,NCD07,Non-Consumable,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,5.55,9.1,112.5518,3.7
Low Fat,NCC07,Non-Consumable,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.4,19.6,104.5964,3.7
Low Fat,FDH34,Food,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,3.11,8.63,183.9582,3.7
Low Fat,FDP58,Food,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.1,220.7482,3.7
Low Fat,FDS57,Food,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,10.36,15.5,143.547,3.7
Low Fat,FDB59,Food,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,1.53,18.25,198.0084,3.7
Regular,FDK60,Food,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,9.4,16.5,95.2068,3.7
Regular,FDO01,Food,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,2.08,21.1,128.7994,3.7
Regular,FDR32,Food,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,6.78,227.5694,3.7
Regular,FDT32,Food,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,6.57,19,189.6214,3.7
Regular,DRB13,Drink,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.71,6.115,188.653,3.7
Low Fat,FDN24,Food,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,19.83,12.28,54.3956,3.7
Low Fat,FDB09,Food,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,10.05,13.22,123.1046,3.7
Low Fat,NCE19,Non-Consumable,Household,2018,OUT019,Tier 1,Small,Grocery Store,16.29,13.38,54.5956,3.7
Low Fat,NCQ30,Non-Consumable,Household,2018,OUT019,Tier 1,Small,Grocery Store,5.09,13.38,120.5414,3.7
Low Fat,FDK27,Food,Meat,2018,OUT019,Tier 1,Small,Grocery Store,1.57,12.82,122.2756,3.7
Low Fat,FDP39,Food,Meat,2018,OUT019,Tier 1,Small,Grocery Store,12.16,12.82,53.7324,3.7
Low Fat,NCL07,Non-Consumable,Others,2018,OUT019,Tier 1,Small,Grocery Store,5.49,13.85,40.548,3.7
Low Fat,FDP46,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,13.06,12.99,88.383,3.7
Low Fat,FDV46,Food,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,2.21,12.99,141.418,3.7
Low Fat,DRH13,Drink,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,4.18,11.85,107.628,3.7
Regular,FDR01,Food,Canned,2018,OUT019,Tier 1,Small,Grocery Store,9.39,12.31,200.4742,3.7
Regular,FDU01,Food,Canned,2018,OUT019,Tier 1,Small,Grocery Store,2.1,12.31,185.1924,3.7
Regular,FDT07,Food,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,13.54,13.22,256.133,3.7
Low Fat,FDX60,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.06,14.35,80.996,3.7
Low Fat,FDG16,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.98,15.25,217.3192,3.7
Low Fat,FDH08,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,1.74,7.51,229.601,3.7
Low Fat,FDR08,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,3.76,18.7,110.7886,3.7
Low Fat,FDI20,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,3.86,19.1,209.2586,3.7
Low Fat,FDM32,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,2.06,20.5,91.083,3.7
Low Fat,NCV53,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,1.88,8.27,237.988,3.7
Low Fat,NCG42,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,4.12,19.2,129.831,3.7
Low Fat,NCO07,Non-Consumable,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.98,9.06,213.756,3.7
Low Fat,DRI13,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,2.03,15.35,216.7508,3.7
Regular,FDI36,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,6.23,12.5,199.7426,3.7
Regular,FDO52,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,7.72,11.6,172.5106,3.7
Regular,FDF56,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,11.95,16.7,182.7976,3.7
Low Fat,NCB42,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.86,11.8,117.6492,3.7
Low Fat,FDN44,Food,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,2.29,13.15,157.892,3.7
Low Fat,FDA32,Food,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,14,216.9192,3.7
Low Fat,FDT25,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.09,7.5,121.7072,3.7
Low Fat,FDE26,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,8.92,9.3,145.3786,3.7
Low Fat,FDG16,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,9,15.25,215.1192,3.7
Low Fat,FDO32,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,12.08,6.36,45.706,3.7
Low Fat,FDI20,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.86,19.1,212.1586,3.7
Low Fat,DRL35,Drink,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,3.08,15.7,43.277,3.7
Low Fat,NCL53,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,3.63,7.5,175.4028,3.7
Low Fat,NCK30,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,6.11,14.85,253.2698,3.7
Low Fat,NCP43,Non-Consumable,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,3.06,17.75,177.866,3.7
Low Fat,FDF22,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,5.69,6.865,214.6218,3.7
Low Fat,FDT48,Food,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,4.62,4.92,199.8084,3.7
Low Fat,FDU25,Food,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,2.68,12.35,57.3246,3.7
Low Fat,FDO04,Food,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0,16.6,54.6614,3.7
Low Fat,FDG29,Food,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,5.66,17.6,41.7454,3.7
Low Fat,NCO17,Non-Consumable,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,7.38,10,121.444,3.7
Low Fat,NCZ30,Non-Consumable,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0,6.59,119.1098,3.7
Low Fat,FDK27,Food,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.9,11,119.9756,3.7
Low Fat,DRL49,Drink,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,5.67,13.15,144.3812,3.7
Regular,FDN56,Food,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,10.73,5.46,145.5786,3.7
Regular,FDV56,Food,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,1.36,16.1,109.3596,3.7
Regular,FDU20,Food,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,2.15,19.35,122.2098,3.7
Regular,FDV33,Food,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,2.74,9.6,258.3304,3.7
Regular,FDN22,Food,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,13.86,18.85,252.4724,3.7
Regular,FDB23,Food,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0,19.2,223.8062,3.7
Regular,FDT35,Food,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,8.19,19.85,167.6816,3.7
Regular,FDD38,Food,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.82,16.75,101.9674,3.7
Regular,FDI40,Food,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,12.63,11.5,100.6358,3.7
Regular,FDB29,Food,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,5.27,16.7,114.7176,3.7
Regular,FDK10,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,4.06,5.785,180.366,3.7
Regular,FDT09,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,1.23,15.15,130.0284,3.7
Low Fat,FDO12,Food,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,5.49,15.75,195.8452,3.7
Low Fat,FDU23,Food,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,2.17,12.15,163.1184,3.7
Low Fat,FDJ50,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,2.16,8.645,53.3982,3.7
Low Fat,FDX02,Food,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,5.7,16,225.9404,3.7
Low Fat,DRE03,Drink,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,2.42,19.6,45.5718,3.7
Low Fat,FDK16,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,11.53,9.065,97.0094,3.7
Low Fat,FDG04,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.61,13.1,188.9898,3.7
Low Fat,FDB53,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,13.94,13.35,148.3392,3.7
Low Fat,NCW17,Non-Consumable,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,1.94,18,129.3994,3.7
Low Fat,NCP05,Non-Consumable,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,2.53,19.6,152.0024,3.7
Low Fat,NCT42,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,2.49,5.88,149.4392,3.7
Low Fat,NCT30,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,8.03,9.1,47.2718,3.7
Low Fat,NCE18,Non-Consumable,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,2.14,10,248.375,3.7
Low Fat,FDL33,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,7.235,197.2452,3.7
Low Fat,FDM21,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,6.44,20.2,259.4646,3.7
Regular,FDQ47,Food,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,16.82,7.155,33.7874,3.7
Regular,FDN49,Food,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,12.52,17.25,41.648,3.7
Regular,FDE51,Food,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,9.64,5.925,43.8086,3.7
Regular,FDZ26,Food,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,14.4,11.6,239.6222,3.7
Regular,FDQ40,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,3.6,11.1,177.2712,3.7
Regular,FDI40,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12.56,11.5,99.7358,3.7
Regular,FDJ40,Food,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,4.96,13.6,110.0912,3.7
Regular,FDV19,Food,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,3.53,14.85,160.9578,3.7
Regular,FDN58,Food,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,5.69,13.8,231.5984,3.7
Regular,FDL14,Food,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,3.22,8.115,157.3972,3.7
Low Fat,FDB28,Food,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,15.63,6.615,196.3426,3.7
Low Fat,FDJ41,Food,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,3.83,6.85,261.2594,3.7
Low Fat,FDJ28,Food,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,3.66,12.3,193.3162,3.7
Low Fat,FDS40,Food,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,2.35,15.35,35.219,3.7
Low Fat,FDE09,Food,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,3.62,8.775,110.7228,3.7
Low Fat,NCX05,Non-Consumable,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,16.25,15.2,117.6492,3.7
Low Fat,NCA54,Non-Consumable,Household,2011,OUT010,Tier 3,Medium,Grocery Store,6.13,16.5,178.7318,3.7
Low Fat,NCB07,Non-Consumable,Household,2011,OUT010,Tier 3,High,Grocery Store,12.97,19.2,196.211,3.7
Low Fat,FDK46,Food,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,8.61,9.6,258.362,3.7
Low Fat,FDV09,Food,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,3.44,12.1,146.6734,3.7
Regular,FDJ03,Food,Dairy,2011,OUT010,Tier 3,High,Grocery Store,12.12,12.35,47.8692,3.7
Regular,FDU26,Food,Dairy,2011,OUT010,Tier 3,High,Grocery Store,7.13,16.7,120.3782,3.7
Regular,FDO56,Food,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,7.53,10.195,119.1808,3.7
Regular,FDT15,Food,Meat,2011,OUT010,Tier 3,High,Grocery Store,7.14,12.15,182.295,3.7
Low Fat,FDB60,Food,Baking Goods,2011,OUT010,Tier 3,Small,Grocery Store,4.77,9.3,195.0136,3.7
Low Fat,FDO36,Food,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,7.78,19.7,179.166,3.7
Low Fat,FDT25,Food,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,5.07,7.5,123.4072,3.7
Low Fat,FDR49,Food,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0,8.71,46.5376,3.7
Low Fat,FDQ52,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,11.93,17,247.4434,3.7
Low Fat,FDI52,Food,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,10.46,18.7,121.4072,3.7
Low Fat,FDX44,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,4.29,9.3,88.5172,3.7
Low Fat,FDG57,Food,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,7.22,14.7,47.5034,3.7
Low Fat,NCB54,Non-Consumable,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,5,8.76,126.7336,3.7
Low Fat,NCR05,Non-Consumable,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,5.46,10.1,196.5084,3.7
Low Fat,NCH07,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,9.26,13.15,159.5604,3.7
Low Fat,NCL42,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,4.03,18.85,246.7144,3.7
Low Fat,NCO30,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,1.57,19.5,181.8608,3.7
Low Fat,NCC07,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,2.39,19.6,103.1964,3.7
Low Fat,FDK45,Food,Seafood,2014,OUT013,Tier 3,High,Supermarket Type1,3.38,11.65,111.686,3.7
Low Fat,FDI22,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,9.61,12.6,208.9612,3.7
Low Fat,FDP10,Food,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,12.8,19,107.6622,3.7
Low Fat,DRE12,Drink,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,7.07,4.59,113.286,3.7
Low Fat,DRJ49,Drink,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0,6.865,129.9652,3.7
Regular,FDX47,Food,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,3.46,6.55,156.5288,3.7
Regular,FDA03,Food,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,4.54,18.5,144.9102,3.7
Regular,DRM49,Drink,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,15.18,6.11,43.0086,3.7
Regular,FDD47,Food,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,14.23,7.6,171.3448,3.7
Low Fat,NCD06,Non-Consumable,Household,2014,OUT013,Tier 3,High,Supermarket Type1,9.92,13,46.306,3.7
Regular,FDZ26,Food,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,14.39,11.6,240.6222,3.7
Low Fat,FDA44,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.34,19.7,55.093,3.7
Low Fat,FDT38,Food,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.78,18.7,85.3566,3.7
Low Fat,FDT04,Food,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,17.25,40.8822,3.7
Low Fat,FDK52,Food,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,18.25,224.1062,3.7
Low Fat,FDS07,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,10.02,12.35,113.6518,3.7
Low Fat,FDF32,Food,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,16.35,196.3426,3.7
Low Fat,NCV41,Non-Consumable,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.71,14.35,110.3228,3.7
Low Fat,NCH54,Non-Consumable,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,7.3,13.5,160.692,3.7
Low Fat,FDJ07,Food,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,1.45,7.26,118.115,3.7
Low Fat,FDL15,Food,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.68,17.85,153.6682,3.7
Low Fat,NCM07,Non-Consumable,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,4.01,9.395,85.1908,3.7
Low Fat,FDI57,Food,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.42,19.85,196.0768,3.7
Low Fat,FDA10,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,14.24,20.35,122.7072,3.7
Low Fat,FDL46,Food,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.43,20.35,117.3466,3.7
Low Fat,FDC35,Food,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,12.33,7.435,206.1638,3.7
Regular,FDI36,Food,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,6.26,12.5,196.9426,3.7
Regular,FDW02,Food,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,3.79,4.805,126.2704,3.7
Regular,FDZ28,Food,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,5.17,20,125.8678,3.7
